Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/forward/echo,9410,0,22,31.999495190583858,18.966500007081777,274.9999579973519,136.8903294367694,159.13351222594866,0.0,22,23,24,25,81,98,100,110,230,270,270
,Aggregated,9410,0,22,31.999495190583858,18.966500007081777,274.9999579973519,136.8903294367694,159.13351222594866,0.0,22,23,24,25,81,98,100,110,230,270,270
