Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1774737649,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1774737650,50,,Aggregated,0.000000,0.000000,37,39,43,76,110,120,120,130,130,130,130,606,0,37,51.99036145680384,32.90420799748972,133.39595799334347,136.88118811881188
1774737651,50,,Aggregated,0.000000,0.000000,37,39,41,76,110,120,120,130,130,130,130,1237,0,37,50.53154294711832,32.90420799748972,133.39595799334347,136.8730800323363
1774737652,50,,Aggregated,289.000000,0.000000,37,38,40,45,110,120,130,130,130,130,130,1865,0,37,50.18246849638662,32.90420799748972,133.39595799334347,136.8756032171582
1774737653,50,,Aggregated,459.000000,0.000000,37,38,41,45,110,120,120,130,130,130,130,2487,0,37,49.92944511872255,32.90420799748972,133.39595799334347,136.87213510253318
1774737654,50,,Aggregated,518.000000,0.000000,37,38,40,43,110,120,130,130,130,130,130,3113,0,37,49.658596493815956,32.90420799748972,133.39595799334347,136.87568262126567
1774737655,50,,Aggregated,544.500000,0.000000,37,38,40,43,110,120,120,130,130,130,130,3766,0,37,49.36106145034227,32.90420799748972,133.39595799334347,136.8781200212427
1774737656,50,,Aggregated,561.000000,0.000000,37,38,39,41,110,120,120,130,130,140,140,4385,0,37,48.4940845564304,32.90420799748972,136.00883400067687,136.8770809578107
1774737657,50,,Aggregated,573.000000,0.000000,37,38,39,41,110,120,120,130,130,140,140,5050,0,37,48.486485895942806,32.90420799748972,136.00883400067687,136.88
1774737658,50,,Aggregated,580.714286,0.000000,37,38,39,41,110,120,130,130,130,140,140,5709,0,37,48.496750295567175,32.90420799748972,136.00883400067687,136.88229111928533
1774737659,50,,Aggregated,590.000000,0.000000,37,38,39,41,110,120,130,130,130,140,140,6345,0,37,48.49412428305783,32.90420799748972,136.00883400067687,136.8828999211978
1774737660,50,,Aggregated,597.444444,0.000000,37,38,39,41,110,120,130,130,130,140,140,6973,0,37,48.575562963418264,32.90420799748972,136.00883400067687,136.8825469668722
1774737661,50,,Aggregated,601.700000,0.000000,37,38,39,41,110,120,130,130,130,140,140,7606,0,37,48.548277019215256,32.90420799748972,136.00883400067687,136.882198264528
