Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/forward/echo,45647,0,23,34.20228313061228,18.23549997061491,244.95925003429875,136.88882073301642,773.0784602579065,0.0,23,25,27,34,87,100,110,120,220,240,240
,Aggregated,45647,0,23,34.20228313061228,18.23549997061491,244.95925003429875,136.88882073301642,773.0784602579065,0.0,23,25,27,34,87,100,110,120,220,240,240
