Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/echo,144984,0,38,51.03890715518431,32.90183300850913,760.5387080111541,136.88867047398332,2455.2215128912026,0.0,38,39,41,43,110,120,120,130,710,750,760
,Aggregated,144984,0,38,51.03890715518431,32.90183300850913,760.5387080111541,136.88867047398332,2455.2215128912026,0.0,38,39,41,43,110,120,120,130,710,750,760
