Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/forward/echo,56950,0,67,73.25762672063422,18.65420799003914,374.95016696630046,136.88805970149255,963.3052082594862,0.0,67,80,90,100,140,160,180,200,260,370,370
,Aggregated,56950,0,67,73.25762672063422,18.65420799003914,374.95016696630046,136.88805970149255,963.3052082594862,0.0,67,80,90,100,140,160,180,200,260,370,370
