Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/echo,102528,0,160.0,180.23449358429176,84.54795891884714,1398.1759579619393,271.89023486267166,426.1906526093319,0.0,160,190,210,220,260,290,340,440,990,1400,1400
,Aggregated,102528,0,160.0,180.23449358429176,84.54795891884714,1398.1759579619393,271.89023486267166,426.1906526093319,0.0,160,190,210,220,260,290,340,440,990,1400,1400
