Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/echo,73709,1,37,49.73511731994742,32.779708970338106,17268.616000015754,136.8865945813944,1247.7351346051214,0.016927853241871703,37,38,39,41,110,120,130,130,240,260,17000
,Aggregated,73709,1,37,49.73511731994742,32.779708970338106,17268.616000015754,136.8865945813944,1247.7351346051214,0.016927853241871703,37,38,39,41,110,120,130,130,240,260,17000
