Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
circuit_request,3-hop-failure-recovery,96772,53,37,53.27950233538627,0,865,279.45000620014054,322.1495361645584,0.17643456182285783,37,41,61,83,110,120,120,130,260,560,860
,Aggregated,96772,53,37,53.27950233538627,0,865,279.45000620014054,322.1495361645584,0.17643456182285783,37,41,61,83,110,120,120,130,260,560,860
