Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
circuit_request,3-hop-failure-recovery,96981,42,37,53.22235283199802,0,1781,279.4795269176437,323.0053078388681,0.13988536856943587,37,41,57,81,110,120,130,130,310,940,1800
,Aggregated,96981,42,37,53.22235283199802,0,1781,279.4795269176437,323.0053078388681,0.13988536856943587,37,41,57,81,110,120,130,130,310,940,1800
